STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
8,99,2013,HIVprevalence,80.1,Colorado,CO,Prowers County
8,67,2008,HIVprevalence,80.5,Colorado,CO,La Plata County
8,7,2016,HIVprevalence,80.8,Colorado,CO,Archuleta County
8,39,2015,HIVprevalence,80.9,Colorado,CO,Elbert County
8,67,2015,HIVprevalence,80.9,Colorado,CO,La Plata County
8,99,2014,HIVprevalence,81.2,Colorado,CO,Prowers County
8,67,2009,HIVprevalence,81.6,Colorado,CO,La Plata County
8,69,2015,HIVprevalence,82,Colorado,CO,Larimer County
8,39,2011,HIVprevalence,82.3,Colorado,CO,Elbert County
8,77,2012,HIVprevalence,82.3,Colorado,CO,Mesa County
8,45,2011,HIVprevalence,82.4,Colorado,CO,Garfield County
8,45,2008,HIVprevalence,83.1,Colorado,CO,Garfield County
8,39,2016,HIVprevalence,83.5,Colorado,CO,Elbert County
8,7,2015,HIVprevalence,83.7,Colorado,CO,Archuleta County
8,81,2016,HIVprevalence,84.1,Colorado,CO,Moffat County
8,35,2016,HIVprevalence,84.5,Colorado,CO,Douglas County
8,55,2010,HIVprevalence,84.8,Colorado,CO,Huerfano County
8,7,2014,HIVprevalence,84.8,Colorado,CO,Archuleta County
8,93,2012,HIVprevalence,85.2,Colorado,CO,Park County
8,7,2013,HIVprevalence,85.2,Colorado,CO,Archuleta County
8,49,2015,HIVprevalence,85.4,Colorado,CO,Grand County
8,93,2011,HIVprevalence,85.6,Colorado,CO,Park County
8,77,2013,HIVprevalence,86.2,Colorado,CO,Mesa County
8,55,2012,HIVprevalence,86.4,Colorado,CO,Huerfano County
8,99,2008,HIVprevalence,87,Colorado,CO,Prowers County
8,99,2009,HIVprevalence,87.1,Colorado,CO,Prowers County
8,55,2013,HIVprevalence,87.4,Colorado,CO,Huerfano County
8,69,2016,HIVprevalence,88,Colorado,CO,Larimer County
8,87,2015,HIVprevalence,88.1,Colorado,CO,Morgan County
8,55,2014,HIVprevalence,88.2,Colorado,CO,Huerfano County
8,113,2015,HIVprevalence,89.1,Colorado,CO,San Miguel County
8,77,2014,HIVprevalence,89.3,Colorado,CO,Mesa County
8,123,2016,HIVprevalence,89.4,Colorado,CO,Weld County
8,3,2015,HIVprevalence,89.8,Colorado,CO,Alamosa County
8,45,2012,HIVprevalence,90.1,Colorado,CO,Garfield County
8,125,2008,HIVprevalence,90.2,Colorado,CO,Yuma County
8,49,2016,HIVprevalence,90.5,Colorado,CO,Grand County
8,93,2013,HIVprevalence,91,Colorado,CO,Park County
8,21,2016,HIVprevalence,91.3,Colorado,CO,Conejos County
8,103,2014,HIVprevalence,92.1,Colorado,CO,Rio Blanco County
8,77,2015,HIVprevalence,92.5,Colorado,CO,Mesa County
8,105,2013,HIVprevalence,93.4,Colorado,CO,Rio Grande County
8,45,2013,HIVprevalence,93.8,Colorado,CO,Garfield County
8,105,2014,HIVprevalence,94.4,Colorado,CO,Rio Grande County
8,67,2016,HIVprevalence,94.6,Colorado,CO,La Plata County
8,39,2013,HIVprevalence,94.9,Colorado,CO,Elbert County
8,49,2014,HIVprevalence,94.9,Colorado,CO,Grand County
8,45,2014,HIVprevalence,95.2,Colorado,CO,Garfield County
8,109,2012,HIVprevalence,95.8,Colorado,CO,Saguache County
8,109,2013,HIVprevalence,96,Colorado,CO,Saguache County
8,109,2014,HIVprevalence,96.1,Colorado,CO,Saguache County
8,49,2013,HIVprevalence,96.5,Colorado,CO,Grand County
8,39,2012,HIVprevalence,96.6,Colorado,CO,Elbert County
8,71,2013,HIVprevalence,97.1,Colorado,CO,Las Animas County
8,109,2011,HIVprevalence,97.3,Colorado,CO,Saguache County
8,49,2012,HIVprevalence,97.6,Colorado,CO,Grand County
8,125,2010,HIVprevalence,98.5,Colorado,CO,Yuma County
8,125,2011,HIVprevalence,98.6,Colorado,CO,Yuma County
8,71,2010,HIVprevalence,98.8,Colorado,CO,Las Animas County
8,11,2016,HIVprevalence,98.8,Colorado,CO,Bent County
8,101,2008,HIVprevalence,100.6,Colorado,CO,Pueblo County
8,71,2011,HIVprevalence,100.8,Colorado,CO,Las Animas County
8,83,2016,HIVprevalence,100.9,Colorado,CO,Montezuma County
8,49,2009,HIVprevalence,101.1,Colorado,CO,Grand County
8,14,2016,HIVprevalence,101.2,Colorado,CO,Broomfield County
8,87,2016,HIVprevalence,101.4,Colorado,CO,Morgan County
8,71,2012,HIVprevalence,101.6,Colorado,CO,Las Animas County
8,49,2008,HIVprevalence,102,Colorado,CO,Grand County
8,101,2009,HIVprevalence,102.1,Colorado,CO,Pueblo County
8,125,2009,HIVprevalence,102.3,Colorado,CO,Yuma County
8,71,2009,HIVprevalence,102.4,Colorado,CO,Las Animas County
8,49,2010,HIVprevalence,103,Colorado,CO,Grand County
8,71,2008,HIVprevalence,103.2,Colorado,CO,Las Animas County
8,101,2010,HIVprevalence,103.5,Colorado,CO,Pueblo County
8,49,2011,HIVprevalence,104.1,Colorado,CO,Grand County
8,47,2011,HIVprevalence,105.8,Colorado,CO,Gilpin County
8,55,2015,HIVprevalence,105.8,Colorado,CO,Huerfano County
8,105,2016,HIVprevalence,105.9,Colorado,CO,Rio Grande County
8,105,2015,HIVprevalence,106,Colorado,CO,Rio Grande County
8,113,2009,HIVprevalence,106.8,Colorado,CO,San Miguel County
8,59,2010,HIVprevalence,106.9,Colorado,CO,Jefferson County
8,71,2015,HIVprevalence,107.2,Colorado,CO,Las Animas County
8,73,2011,HIVprevalence,107.3,Colorado,CO,Lincoln County
8,73,2013,HIVprevalence,107.3,Colorado,CO,Lincoln County
8,39,2014,HIVprevalence,107.4,Colorado,CO,Elbert County
8,113,2008,HIVprevalence,107.5,Colorado,CO,San Miguel County
8,73,2012,HIVprevalence,107.5,Colorado,CO,Lincoln County
8,77,2016,HIVprevalence,107.9,Colorado,CO,Mesa County
8,103,2013,HIVprevalence,108.8,Colorado,CO,Rio Blanco County
8,93,2014,HIVprevalence,110.2,Colorado,CO,Park County
8,101,2011,HIVprevalence,110.3,Colorado,CO,Pueblo County
8,125,2013,HIVprevalence,110.7,Colorado,CO,Yuma County
8,45,2015,HIVprevalence,111,Colorado,CO,Garfield County
8,59,2011,HIVprevalence,111.2,Colorado,CO,Jefferson County
8,125,2012,HIVprevalence,111.2,Colorado,CO,Yuma County
8,103,2015,HIVprevalence,112.5,Colorado,CO,Rio Blanco County
8,37,2011,HIVprevalence,112.9,Colorado,CO,Eagle County
8,101,2012,HIVprevalence,113.2,Colorado,CO,Pueblo County
8,59,2012,HIVprevalence,113.4,Colorado,CO,Jefferson County
8,101,2013,HIVprevalence,114.1,Colorado,CO,Pueblo County
8,59,2013,HIVprevalence,114.7,Colorado,CO,Jefferson County
8,71,2014,HIVprevalence,115.3,Colorado,CO,Las Animas County
8,93,2008,HIVprevalence,115.6,Colorado,CO,Park County
8,59,2014,HIVprevalence,116.5,Colorado,CO,Jefferson County
8,93,2009,HIVprevalence,116.9,Colorado,CO,Park County
8,37,2010,HIVprevalence,117.8,Colorado,CO,Eagle County
8,47,2015,HIVprevalence,117.9,Colorado,CO,Gilpin County
8,101,2014,HIVprevalence,118,Colorado,CO,Pueblo County
8,109,2009,HIVprevalence,118.2,Colorado,CO,Saguache County
8,109,2008,HIVprevalence,120.2,Colorado,CO,Saguache County
8,45,2016,HIVprevalence,120.9,Colorado,CO,Garfield County
8,93,2015,HIVprevalence,121.4,Colorado,CO,Park County
8,101,2015,HIVprevalence,121.9,Colorado,CO,Pueblo County
8,125,2014,HIVprevalence,122.1,Colorado,CO,Yuma County
8,59,2008,HIVprevalence,122.8,Colorado,CO,Jefferson County
8,59,2009,HIVprevalence,123,Colorado,CO,Jefferson County
8,41,2010,HIVprevalence,124.5,Colorado,CO,El Paso County
8,37,2009,HIVprevalence,126,Colorado,CO,Eagle County
8,73,2015,HIVprevalence,126.6,Colorado,CO,Lincoln County
8,59,2015,HIVprevalence,126.7,Colorado,CO,Jefferson County
8,47,2012,HIVprevalence,126.9,Colorado,CO,Gilpin County
8,37,2008,HIVprevalence,127.3,Colorado,CO,Eagle County
8,41,2011,HIVprevalence,128.8,Colorado,CO,El Paso County
8,55,2008,HIVprevalence,130.6,Colorado,CO,Huerfano County
8,37,2013,HIVprevalence,130.7,Colorado,CO,Eagle County
8,37,2014,HIVprevalence,131.4,Colorado,CO,Eagle County
8,3,2016,HIVprevalence,132.6,Colorado,CO,Alamosa County
8,37,2012,HIVprevalence,132.8,Colorado,CO,Eagle County
8,73,2008,HIVprevalence,132.9,Colorado,CO,Lincoln County
8,109,2015,HIVprevalence,132.9,Colorado,CO,Saguache County
8,73,2009,HIVprevalence,133.2,Colorado,CO,Lincoln County
8,41,2012,HIVprevalence,133.4,Colorado,CO,El Paso County
8,55,2009,HIVprevalence,133.8,Colorado,CO,Huerfano County
8,125,2015,HIVprevalence,135.9,Colorado,CO,Yuma County
8,41,2013,HIVprevalence,136.6,Colorado,CO,El Paso County
8,37,2016,HIVprevalence,138.1,Colorado,CO,Eagle County
8,41,2014,HIVprevalence,138.4,Colorado,CO,El Paso County
8,41,2015,HIVprevalence,139.4,Colorado,CO,El Paso County
8,37,2015,HIVprevalence,140.8,Colorado,CO,Eagle County
8,41,2008,HIVprevalence,145.1,Colorado,CO,El Paso County
8,41,2009,HIVprevalence,145.6,Colorado,CO,El Paso County
8,117,2012,HIVprevalence,146.3,Colorado,CO,Summit County
8,73,2016,HIVprevalence,147.1,Colorado,CO,Lincoln County
8,101,2016,HIVprevalence,147.2,Colorado,CO,Pueblo County
8,117,2009,HIVprevalence,151.1,Colorado,CO,Summit County
8,47,2016,HIVprevalence,152.8,Colorado,CO,Gilpin County
8,13,2012,HIVprevalence,153.3,Colorado,CO,Boulder County
8,117,2008,HIVprevalence,153.4,Colorado,CO,Summit County
8,13,2013,HIVprevalence,154.3,Colorado,CO,Boulder County
8,55,2016,HIVprevalence,154.3,Colorado,CO,Huerfano County
8,41,2016,HIVprevalence,154.6,Colorado,CO,El Paso County
8,13,2014,HIVprevalence,154.7,Colorado,CO,Boulder County
8,13,2010,HIVprevalence,155.2,Colorado,CO,Boulder County
8,13,2011,HIVprevalence,155.2,Colorado,CO,Boulder County
8,93,2016,HIVprevalence,155.4,Colorado,CO,Park County
8,13,2015,HIVprevalence,155.9,Colorado,CO,Boulder County
8,97,2016,HIVprevalence,156.3,Colorado,CO,Pitkin County
8,117,2013,HIVprevalence,159.5,Colorado,CO,Summit County
8,117,2015,HIVprevalence,159.7,Colorado,CO,Summit County
8,13,2016,HIVprevalence,161,Colorado,CO,Boulder County
8,117,2010,HIVprevalence,163.8,Colorado,CO,Summit County
8,117,2014,HIVprevalence,163.9,Colorado,CO,Summit County
8,13,2008,HIVprevalence,164.5,Colorado,CO,Boulder County
8,59,2016,HIVprevalence,164.9,Colorado,CO,Jefferson County
8,109,2016,HIVprevalence,165.4,Colorado,CO,Saguache County
8,117,2011,HIVprevalence,168,Colorado,CO,Summit County
8,1,2008,HIVprevalence,168.7,Colorado,CO,Adams County
8,13,2009,HIVprevalence,168.9,Colorado,CO,Boulder County
8,125,2016,HIVprevalence,171.7,Colorado,CO,Yuma County
8,97,2012,HIVprevalence,177.6,Colorado,CO,Pitkin County
8,1,2009,HIVprevalence,177.7,Colorado,CO,Adams County
8,117,2016,HIVprevalence,183.4,Colorado,CO,Summit County
8,23,2016,HIVprevalence,187.7,Colorado,CO,Costilla County
8,97,2015,HIVprevalence,188,Colorado,CO,Pitkin County
8,19,2016,HIVprevalence,192.5,Colorado,CO,Clear Creek County
8,97,2010,HIVprevalence,192.7,Colorado,CO,Pitkin County
8,97,2013,HIVprevalence,194.6,Colorado,CO,Pitkin County
8,97,2014,HIVprevalence,197.5,Colorado,CO,Pitkin County
8,1,2010,HIVprevalence,198.8,Colorado,CO,Adams County
8,97,2011,HIVprevalence,199.8,Colorado,CO,Pitkin County
8,25,2012,HIVprevalence,203.5,Colorado,CO,Crowley County
8,71,2016,HIVprevalence,204.9,Colorado,CO,Las Animas County
8,19,2015,HIVprevalence,207.5,Colorado,CO,Clear Creek County
8,1,2011,HIVprevalence,208.1,Colorado,CO,Adams County
8,5,2010,HIVprevalence,210.7,Colorado,CO,Arapahoe County
8,5,2008,HIVprevalence,211.4,Colorado,CO,Arapahoe County
8,5,2009,HIVprevalence,212.9,Colorado,CO,Arapahoe County
8,19,2010,HIVprevalence,213,Colorado,CO,Clear Creek County
8,19,2011,HIVprevalence,214.6,Colorado,CO,Clear Creek County
8,5,2011,HIVprevalence,216.3,Colorado,CO,Arapahoe County
8,1,2012,HIVprevalence,217.5,Colorado,CO,Adams County
8,19,2014,HIVprevalence,222.6,Colorado,CO,Clear Creek County
8,1,2013,HIVprevalence,226.1,Colorado,CO,Adams County
8,1,2014,HIVprevalence,226.2,Colorado,CO,Adams County
8,5,2012,HIVprevalence,228.1,Colorado,CO,Arapahoe County
8,1,2015,HIVprevalence,231.5,Colorado,CO,Adams County
8,5,2013,HIVprevalence,231.6,Colorado,CO,Arapahoe County
8,5,2014,HIVprevalence,234.2,Colorado,CO,Arapahoe County
8,19,2013,HIVprevalence,237.9,Colorado,CO,Clear Creek County
8,19,2012,HIVprevalence,239.2,Colorado,CO,Clear Creek County
8,19,2009,HIVprevalence,239.5,Colorado,CO,Clear Creek County
8,1,2016,HIVprevalence,240.4,Colorado,CO,Adams County
8,5,2015,HIVprevalence,243.7,Colorado,CO,Arapahoe County
8,19,2008,HIVprevalence,247.9,Colorado,CO,Clear Creek County
8,97,2009,HIVprevalence,248.1,Colorado,CO,Pitkin County
8,25,2015,HIVprevalence,254.4,Colorado,CO,Crowley County
8,97,2008,HIVprevalence,261.6,Colorado,CO,Pitkin County
8,43,2012,HIVprevalence,270.6,Colorado,CO,Fremont County
8,43,2013,HIVprevalence,273.7,Colorado,CO,Fremont County
8,43,2016,HIVprevalence,283.9,Colorado,CO,Fremont County
8,43,2010,HIVprevalence,284.5,Colorado,CO,Fremont County
8,5,2016,HIVprevalence,284.6,Colorado,CO,Arapahoe County
8,43,2011,HIVprevalence,288,Colorado,CO,Fremont County
8,43,2008,HIVprevalence,288.6,Colorado,CO,Fremont County
8,43,2014,HIVprevalence,294.4,Colorado,CO,Fremont County
8,25,2014,HIVprevalence,295.4,Colorado,CO,Crowley County
8,43,2009,HIVprevalence,297.2,Colorado,CO,Fremont County
8,43,2015,HIVprevalence,300.6,Colorado,CO,Fremont County
8,25,2013,HIVprevalence,311.2,Colorado,CO,Crowley County
8,25,2016,HIVprevalence,358.2,Colorado,CO,Crowley County
8,31,2016,HIVprevalence,962.7,Colorado,CO,Denver County
8,31,2015,HIVprevalence,994,Colorado,CO,Denver County
8,31,2014,HIVprevalence,1010.7,Colorado,CO,Denver County
8,31,2013,HIVprevalence,1019.3,Colorado,CO,Denver County
8,31,2012,HIVprevalence,1045.8,Colorado,CO,Denver County
8,31,2011,HIVprevalence,1059,Colorado,CO,Denver County
8,31,2010,HIVprevalence,1070,Colorado,CO,Denver County
8,31,2009,HIVprevalence,1169.8,Colorado,CO,Denver County
8,31,2008,HIVprevalence,1183.2,Colorado,CO,Denver County
8,7,2008,HIVprevalence,,Colorado,CO,Archuleta County
8,9,2008,HIVprevalence,,Colorado,CO,Baca County
8,11,2008,HIVprevalence,,Colorado,CO,Bent County
8,17,2008,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2008,HIVprevalence,,Colorado,CO,Conejos County
8,23,2008,HIVprevalence,,Colorado,CO,Costilla County
8,25,2008,HIVprevalence,,Colorado,CO,Crowley County
8,27,2008,HIVprevalence,,Colorado,CO,Custer County
8,33,2008,HIVprevalence,,Colorado,CO,Dolores County
8,47,2008,HIVprevalence,,Colorado,CO,Gilpin County
8,51,2008,HIVprevalence,,Colorado,CO,Gunnison County
8,53,2008,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2008,HIVprevalence,,Colorado,CO,Jackson County
8,61,2008,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2008,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2008,HIVprevalence,,Colorado,CO,Lake County
8,79,2008,HIVprevalence,,Colorado,CO,Mineral County
8,91,2008,HIVprevalence,,Colorado,CO,Ouray County
8,95,2008,HIVprevalence,,Colorado,CO,Phillips County
8,103,2008,HIVprevalence,,Colorado,CO,Rio Blanco County
8,111,2008,HIVprevalence,,Colorado,CO,San Juan County
8,115,2008,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2008,HIVprevalence,,Colorado,CO,Washington County
8,7,2009,HIVprevalence,,Colorado,CO,Archuleta County
8,9,2009,HIVprevalence,,Colorado,CO,Baca County
8,11,2009,HIVprevalence,,Colorado,CO,Bent County
8,17,2009,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2009,HIVprevalence,,Colorado,CO,Conejos County
8,23,2009,HIVprevalence,,Colorado,CO,Costilla County
8,25,2009,HIVprevalence,,Colorado,CO,Crowley County
8,27,2009,HIVprevalence,,Colorado,CO,Custer County
8,33,2009,HIVprevalence,,Colorado,CO,Dolores County
8,47,2009,HIVprevalence,,Colorado,CO,Gilpin County
8,51,2009,HIVprevalence,,Colorado,CO,Gunnison County
8,53,2009,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2009,HIVprevalence,,Colorado,CO,Jackson County
8,61,2009,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2009,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2009,HIVprevalence,,Colorado,CO,Lake County
8,79,2009,HIVprevalence,,Colorado,CO,Mineral County
8,91,2009,HIVprevalence,,Colorado,CO,Ouray County
8,95,2009,HIVprevalence,,Colorado,CO,Phillips County
8,103,2009,HIVprevalence,,Colorado,CO,Rio Blanco County
8,111,2009,HIVprevalence,,Colorado,CO,San Juan County
8,115,2009,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2009,HIVprevalence,,Colorado,CO,Washington County
8,7,2010,HIVprevalence,,Colorado,CO,Archuleta County
8,9,2010,HIVprevalence,,Colorado,CO,Baca County
8,11,2010,HIVprevalence,,Colorado,CO,Bent County
8,17,2010,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2010,HIVprevalence,,Colorado,CO,Conejos County
8,23,2010,HIVprevalence,,Colorado,CO,Costilla County
8,25,2010,HIVprevalence,,Colorado,CO,Crowley County
8,27,2010,HIVprevalence,,Colorado,CO,Custer County
8,33,2010,HIVprevalence,,Colorado,CO,Dolores County
8,47,2010,HIVprevalence,,Colorado,CO,Gilpin County
8,51,2010,HIVprevalence,,Colorado,CO,Gunnison County
8,53,2010,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2010,HIVprevalence,,Colorado,CO,Jackson County
8,61,2010,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2010,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2010,HIVprevalence,,Colorado,CO,Lake County
8,73,2010,HIVprevalence,,Colorado,CO,Lincoln County
8,79,2010,HIVprevalence,,Colorado,CO,Mineral County
8,91,2010,HIVprevalence,,Colorado,CO,Ouray County
8,95,2010,HIVprevalence,,Colorado,CO,Phillips County
8,103,2010,HIVprevalence,,Colorado,CO,Rio Blanco County
8,109,2010,HIVprevalence,,Colorado,CO,Saguache County
8,111,2010,HIVprevalence,,Colorado,CO,San Juan County
8,115,2010,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2010,HIVprevalence,,Colorado,CO,Washington County
8,9,2011,HIVprevalence,,Colorado,CO,Baca County
8,11,2011,HIVprevalence,,Colorado,CO,Bent County
8,17,2011,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2011,HIVprevalence,,Colorado,CO,Conejos County
8,23,2011,HIVprevalence,,Colorado,CO,Costilla County
8,25,2011,HIVprevalence,,Colorado,CO,Crowley County
8,27,2011,HIVprevalence,,Colorado,CO,Custer County
8,33,2011,HIVprevalence,,Colorado,CO,Dolores County
8,51,2011,HIVprevalence,,Colorado,CO,Gunnison County
8,53,2011,HIVprevalence,,Colorado,CO,Hinsdale County
8,55,2011,HIVprevalence,,Colorado,CO,Huerfano County
8,57,2011,HIVprevalence,,Colorado,CO,Jackson County
8,61,2011,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2011,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2011,HIVprevalence,,Colorado,CO,Lake County
8,79,2011,HIVprevalence,,Colorado,CO,Mineral County
8,91,2011,HIVprevalence,,Colorado,CO,Ouray County
8,95,2011,HIVprevalence,,Colorado,CO,Phillips County
8,103,2011,HIVprevalence,,Colorado,CO,Rio Blanco County
8,111,2011,HIVprevalence,,Colorado,CO,San Juan County
8,113,2011,HIVprevalence,,Colorado,CO,San Miguel County
8,115,2011,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2011,HIVprevalence,,Colorado,CO,Washington County
8,9,2012,HIVprevalence,,Colorado,CO,Baca County
8,11,2012,HIVprevalence,,Colorado,CO,Bent County
8,17,2012,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2012,HIVprevalence,,Colorado,CO,Conejos County
8,23,2012,HIVprevalence,,Colorado,CO,Costilla County
8,27,2012,HIVprevalence,,Colorado,CO,Custer County
8,33,2012,HIVprevalence,,Colorado,CO,Dolores County
8,51,2012,HIVprevalence,,Colorado,CO,Gunnison County
8,53,2012,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2012,HIVprevalence,,Colorado,CO,Jackson County
8,61,2012,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2012,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2012,HIVprevalence,,Colorado,CO,Lake County
8,79,2012,HIVprevalence,,Colorado,CO,Mineral County
8,91,2012,HIVprevalence,,Colorado,CO,Ouray County
8,95,2012,HIVprevalence,,Colorado,CO,Phillips County
8,103,2012,HIVprevalence,,Colorado,CO,Rio Blanco County
8,111,2012,HIVprevalence,,Colorado,CO,San Juan County
8,113,2012,HIVprevalence,,Colorado,CO,San Miguel County
8,115,2012,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2012,HIVprevalence,,Colorado,CO,Washington County
8,9,2013,HIVprevalence,,Colorado,CO,Baca County
8,11,2013,HIVprevalence,,Colorado,CO,Bent County
8,17,2013,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2013,HIVprevalence,,Colorado,CO,Conejos County
8,23,2013,HIVprevalence,,Colorado,CO,Costilla County
8,27,2013,HIVprevalence,,Colorado,CO,Custer County
8,33,2013,HIVprevalence,,Colorado,CO,Dolores County
8,47,2013,HIVprevalence,,Colorado,CO,Gilpin County
8,53,2013,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2013,HIVprevalence,,Colorado,CO,Jackson County
8,61,2013,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2013,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2013,HIVprevalence,,Colorado,CO,Lake County
8,79,2013,HIVprevalence,,Colorado,CO,Mineral County
8,91,2013,HIVprevalence,,Colorado,CO,Ouray County
8,95,2013,HIVprevalence,,Colorado,CO,Phillips County
8,111,2013,HIVprevalence,,Colorado,CO,San Juan County
8,113,2013,HIVprevalence,,Colorado,CO,San Miguel County
8,115,2013,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2013,HIVprevalence,,Colorado,CO,Washington County
8,9,2014,HIVprevalence,,Colorado,CO,Baca County
8,11,2014,HIVprevalence,,Colorado,CO,Bent County
8,17,2014,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2014,HIVprevalence,,Colorado,CO,Conejos County
8,23,2014,HIVprevalence,,Colorado,CO,Costilla County
8,27,2014,HIVprevalence,,Colorado,CO,Custer County
8,33,2014,HIVprevalence,,Colorado,CO,Dolores County
8,47,2014,HIVprevalence,,Colorado,CO,Gilpin County
8,53,2014,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2014,HIVprevalence,,Colorado,CO,Jackson County
8,61,2014,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2014,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2014,HIVprevalence,,Colorado,CO,Lake County
8,73,2014,HIVprevalence,,Colorado,CO,Lincoln County
8,79,2014,HIVprevalence,,Colorado,CO,Mineral County
8,91,2014,HIVprevalence,,Colorado,CO,Ouray County
8,95,2014,HIVprevalence,,Colorado,CO,Phillips County
8,111,2014,HIVprevalence,,Colorado,CO,San Juan County
8,113,2014,HIVprevalence,,Colorado,CO,San Miguel County
8,115,2014,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2014,HIVprevalence,,Colorado,CO,Washington County
8,9,2015,HIVprevalence,,Colorado,CO,Baca County
8,11,2015,HIVprevalence,,Colorado,CO,Bent County
8,17,2015,HIVprevalence,,Colorado,CO,Cheyenne County
8,21,2015,HIVprevalence,,Colorado,CO,Conejos County
8,23,2015,HIVprevalence,,Colorado,CO,Costilla County
8,27,2015,HIVprevalence,,Colorado,CO,Custer County
8,33,2015,HIVprevalence,,Colorado,CO,Dolores County
8,53,2015,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2015,HIVprevalence,,Colorado,CO,Jackson County
8,61,2015,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2015,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2015,HIVprevalence,,Colorado,CO,Lake County
8,79,2015,HIVprevalence,,Colorado,CO,Mineral County
8,91,2015,HIVprevalence,,Colorado,CO,Ouray County
8,95,2015,HIVprevalence,,Colorado,CO,Phillips County
8,111,2015,HIVprevalence,,Colorado,CO,San Juan County
8,115,2015,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2015,HIVprevalence,,Colorado,CO,Washington County
8,9,2016,HIVprevalence,,Colorado,CO,Baca County
8,17,2016,HIVprevalence,,Colorado,CO,Cheyenne County
8,27,2016,HIVprevalence,,Colorado,CO,Custer County
8,33,2016,HIVprevalence,,Colorado,CO,Dolores County
8,53,2016,HIVprevalence,,Colorado,CO,Hinsdale County
8,57,2016,HIVprevalence,,Colorado,CO,Jackson County
8,61,2016,HIVprevalence,,Colorado,CO,Kiowa County
8,63,2016,HIVprevalence,,Colorado,CO,Kit Carson County
8,65,2016,HIVprevalence,,Colorado,CO,Lake County
8,79,2016,HIVprevalence,,Colorado,CO,Mineral County
8,91,2016,HIVprevalence,,Colorado,CO,Ouray County
8,95,2016,HIVprevalence,,Colorado,CO,Phillips County
8,103,2016,HIVprevalence,,Colorado,CO,Rio Blanco County
8,111,2016,HIVprevalence,,Colorado,CO,San Juan County
8,113,2016,HIVprevalence,,Colorado,CO,San Miguel County
8,115,2016,HIVprevalence,,Colorado,CO,Sedgwick County
8,121,2016,HIVprevalence,,Colorado,CO,Washington County
9,13,2010,HIVprevalence,18.2,Connecticut,CT,Tolland County
9,13,2011,HIVprevalence,23.4,Connecticut,CT,Tolland County
9,7,2010,HIVprevalence,31,Connecticut,CT,Middlesex County
9,5,2010,HIVprevalence,35.1,Connecticut,CT,Litchfield County
9,13,2012,HIVprevalence,37.1,Connecticut,CT,Tolland County
9,7,2011,HIVprevalence,45.6,Connecticut,CT,Middlesex County
9,13,2013,HIVprevalence,54.3,Connecticut,CT,Tolland County
9,15,2010,HIVprevalence,57.7,Connecticut,CT,Windham County
9,7,2012,HIVprevalence,60.9,Connecticut,CT,Middlesex County
9,5,2011,HIVprevalence,62.1,Connecticut,CT,Litchfield County
9,11,2010,HIVprevalence,67,Connecticut,CT,New London County
9,9,2010,HIVprevalence,69.8,Connecticut,CT,New Haven County
9,15,2011,HIVprevalence,72.6,Connecticut,CT,Windham County
9,5,2012,HIVprevalence,76.5,Connecticut,CT,Litchfield County
9,13,2008,HIVprevalence,80.7,Connecticut,CT,Tolland County
9,13,2009,HIVprevalence,82.5,Connecticut,CT,Tolland County
